"","x"
"4303","1005189:38"
"4304","1005629:191"
"4305","1005833:6"
"4306","1006721:93"
"4307","1008018:106"
"4308","1008207:18"
"4309","1008207:72"
"4310","1008207:76"
"4311","1008207:77"
"4312","1008271:169"
"4313","1008330:99"
"4314","1008330:121"
"4315","1008338:107"
"4316","1008338:199"
"4317","1008493:96"
"4318","1008493:97"
"4319","1009382:182"
"4320","1010354:51"
"4321","1010354:69"
"4322","1010354:168"
"4323","1010354:169"
"4324","1012728:88"
"4325","1012753:24"
"4326","1012753:199"
"4327","1013499:117"
"4328","1013499:176"
"4329","1015519:31"
"4330","1020344:91"
"4331","1020725:64"
"4332","1020725:98"
"4333","1020725:99"
"4334","1021169:74"
"4335","1021886:82"
"4336","1021886:96"
"4337","1022495:69"
"4338","1022708:165"
"4339","1023291:76"
"4340","1023291:103"
"4341","1023480:23"
"4342","1023480:51"
"4343","1023480:114"
"4344","1025450:134"
"4345","1025718:54"
"4346","1025718:94"
"4347","1026511:99"
"4348","1026601:12"
"4349","1026631:83"
"4350","1026653:16"
"4351","1030048:140"
"4352","1031921:128"
"4353","1032150:137"
"4354","1032703:5"
"4355","1032703:81"
"4356","1032703:98"
"4357","1032703:160"
"4358","1032851:7"
"4359","1032851:199"
"4360","1032851:207"
"4361","1033116:105"
"4362","1033218:22"
"4363","1033253:173"
"4364","1037990:9"
"4365","1037990:124"
"4366","1039334:50"
"4367","1043951:56"
"4368","1049541:111"
"4369","1049580:189"
"4370","1049632:154"
"4371","1049754:112"
"4372","1049768:17"
"4373","1049768:138"
"4374","1049770:179"
"4375","1049781:135"
"4376","1049924:19"
"4377","1049932:26"
"4378","1049932:129"
"4379","1049954:160"
"4380","1049961:53"
"4381","1050400:59"
"4382","1050400:66"
"4383","1050400:96"
"4384","1050436:70"
"4385","1050436:117"
"4386","1050436:120"
"4387","1050969:65"
"4388","1050969:75"
"4389","1050969:101"
"4390","1050969:146"
"4391","1054169:21"
"4392","1054953:210"
"4393","1056604:40"
"4394","1056604:102"
"4395","1056604:190"
"4396","1056618:51"
"4397","1056726:36"
"4398","1056751:164"
"4399","1056814:20"
"4400","1058106:48"
"4401","1058106:84"
"4402","1058382:137"
"4403","1058614:99"
"4404","1059064:96"
"4405","1059064:179"
"4406","1060442:129"
"4407","1085773:183"
"4408","1085773:187"
"4409","1114222:58"
"4410","1115963:161"
"4411","1115963:162"
"4412","1115963:219"
"4413","1115963:230"
"4414","1116788:13"
"4415","1116788:86"
"4416","1144800:86"
"4417","1154861:224"
"4418","1155500:156"
"4419","1156799:182"
"4420","1157144:156"
"4421","1157144:157"
"4422","1157705:279"
"4423","1158434:212"
"4424","1158605:166"
